record,name,year,debut,region,team,pos,gp,k
------x----,Optimus,2017,2017,VNM,GAM Esports,Middle,7,13
------x----,Padden,2017,2017,TRK,Fenerbahçe Esports,ADC,15,74
------x----,Ramune,2017,2017,LJL,Rampage,Middle,4,5
------x----,Ren,2017,2017,VNM,Young Generation,Top,2,1
------x----,Richard,2017,2017,OCE,Dire Wolves,Middle,5,15
------x----,Riris,2017,2017,PCS,Hong Kong Attitude,Top,8,14
------x----,Sya,2017,2017,VNM,GAM Esports,Support,4,3
------x----,Thaldrin,2017,2017,TRK,Fenerbahçe Esports,Top,15,14
------x----,Tussle,2017,2017,LJL,Rampage,Jungle,4,4
------x----,yT,2017,2017,VNM,Young Generation,Top,5,8
------x----,Yutorimoyashi,2017,2017,LJL,Rampage,ADC,4,2
--x-xx-----,Bengi,2016,2013,KR,T1,Jungle,62,152
--xx-x-----,Looper,2016,2013,CN,Royal Never Give Up,Top,45,131
--xx-x-----,Meteos,2016,2013,NA,Cloud9,Jungle,26,64
--x-xx-----,NL,2016,2013,PCS,Flash Wolves,ADC,19,64
---xxx-----,Korol,2016,2014,CN,EDward Gaming,Top,19,63
---xxx-----,PawN,2016,2014,CN,EDward Gaming,Middle,30,155
----xx-----,AmazingJ,2016,2015,CN,I May,Top,12,26
----xx-----,Darshan,2016,2015,NA,Counter Logic Gaming,Top,12,30
-----x-----,Athena,2016,2016,CN,I May,Middle,5,9
-----x-----,Avoidless,2016,2016,CN,I May,Jungle,6,11
-----x-----,BaeMe,2016,2016,CN,I May,Middle,2,8
-----x-----,Chres,2016,2016,EU,Splyce,Middle,6,26
-----x-----,FORG1VEN,2016,2016,EU,H2k-Gaming,ADC,13,36
-----x-----,Jinjiao,2016,2016,CN,I May,ADC,6,22
-----x-----,Jockster,2016,2016,BRL,INTZ,Support,6,2
-----x-----,Kold,2016,2016,EU,Splyce,Jungle,6,10
-----x-----,Likkrit,2016,2016,CIS,Albus NoX Luna,Support,10,14
-----x-----,Onesh0tiq,2016,2016,CIS,Albus NoX Luna,ADC,10,26
-----x-----,Revolta,2016,2016,BRL,INTZ,Jungle,6,8
-----x-----,Road,2016,2016,CN,I May,Support,5,4
-----x-----,Smurf,2016,2016,CIS,Albus NoX Luna,Top,10,16
-----x-----,Stixxay,2016,2016,NA,Counter Logic Gaming,ADC,6,28
-----x-----,tockers,2016,2016,BRL,INTZ,Middle,6,12
-----x-----,Wraith,2016,2016,KR,Samsung Galaxy,Support,2,3
-----x-----,Yang,2016,2016,BRL,INTZ,Top,6,9
xxxxx------,Dyrus,2015,2011,NA,TSM,Top,43,98
x-xxx------,xPeke,2015,2011,EU,Origen,Middle,57,289
xxxxx------,YellOwStaR,2015,2011,EU,Fnatic,Support,63,121
-x--x------,Kid,2015,2012,NA,Invictus Gaming,ADC,12,47
-x--x------,Zz1tai,2015,2012,NA,Invictus Gaming,Top,13,49
--xxx------,BalIs,2015,2013,NA,Cloud9,Top,24,66
--xxx------,Hai,2015,2013,NA,Cloud9,Jungle,34,64
--xxx------,imp,2015,2013,CN,LGD Gaming,ADC,41,242
--xxx------,LemonNation,2015,2013,NA,Cloud9,Support,34,9
--x-x------,Nagne,2015,2013,KR,KT Rolster,Middle,26,95
--x-x------,Steak,2015,2013,PCS,Flash Wolves,Top,14,20
---xx------,Acorn,2015,2014,CN,LGD Gaming,Top,16,26
---xx------,Amazing,2015,2014,EU,Origen,Jungle,23,44
---xx------,Lustboy,2015,2014,NA,TSM,Support,16,12
----x------,007x,2015,2015,PCS,Bangkok Titans,Jungle,6,8
----x------,Arrow,2015,2015,KR,KT Rolster,ADC,10,50
----x------,Dioud,2015,2015,BRL,paiN Gaming,Support,6,4
----x------,Easyhoon,2015,2015,KR,T1,Middle,4,15
----x------,FEBIVEN,2015,2015,EU,Fnatic,Middle,12,51
----x------,GodV,2015,2015,CN,LGD Gaming,Middle,6,21
----x------,Hojin,2015,2015,KR,ROX Tigers,Jungle,17,38
----x------,Kami,2015,2015,BRL,paiN Gaming,Middle,6,17
----x------,kaSing,2015,2015,EU,H2k-Gaming,Support,6,8
----x------,Kitties,2015,2015,NA,Invictus Gaming,Support,6,7
----x------,Loulex,2015,2015,EU,H2k-Gaming,Jungle,6,5
----x------,MaRin,2015,2015,KR,T1,Top,16,78
----x------,Moss,2015,2015,PCS,Bangkok Titans,Support,6,2
----x------,Mylon,2015,2015,BRL,paiN Gaming,Top,6,14
----x------,Piccaboo,2015,2015,KR,KT Rolster,Support,10,4
----x------,Pyl,2015,2015,CN,LGD Gaming,Support,6,1
----x------,Reignover,2015,2015,EU,Fnatic,Jungle,12,31
----x------,Sirt,2015,2015,BRL,paiN Gaming,Jungle,6,7
----x------,tbq,2015,2015,CN,LGD Gaming,Jungle,6,9
----x------,Time,2015,2015,NA,Invictus Gaming,ADC,1,10
----x------,WarL0cK,2015,2015,PCS,Bangkok Titans,Top,6,12
x--x-------,CandyPanda,2014,2011,EU,SK Gaming,ADC,11,43
x-xx-------,Cyanide,2014,2011,EU,Fnatic,Jungle,47,130
xx-x-------,Nyph,2014,2011,EU,Alliance,Support,14,8
-x-x-------,BeBe,2014,2012,PCS,Taipei Assassins,ADC,24,115
-x-x-------,Froggen,2014,2012,EU,Alliance,Middle,21,83
-xxx-------,Watch,2014,2012,KR,NaJin White Shield,Jungle,33,56
-x-x-------,Wickd,2014,2012,EU,Alliance,Top,21,42
--xx-------,Cool,2014,2013,CN,Oh My God,Middle,34,185
--xx-------,Da7,2014,2013,CN,Oh My God,Support,8,9
--xx-------,dade,2014,2013,KR,Samsung Blue,Middle,31,118
--xx-------,DanDy,2014,2013,KR,Samsung White,Jungle,35,162
--xx-------,GodLike,2014,2013,NA,LMQ,Top,24,45
--xx-------,Gogoing,2014,2013,CN,Oh My God,Top,34,109
--xx-------,LoveLing,2014,2013,CN,Oh My God,Jungle,34,105
--xx-------,san,2014,2013,CN,Oh My God,ADC,34,171
--xx-------,Tabzz,2014,2013,EU,Alliance,ADC,22,63
--xx-------,Winds,2014,2013,PCS,Taipei Assassins,Jungle,10,26
---x-------,Achie,2014,2014,PCS,Taipei Assassins,Top,6,7
---x-------,CHIEH,2014,2014,PCS,Taipei Assassins,Support,6,4
---x-------,Cloud,2014,2014,CN,Oh My God,Support,8,6
---x-------,Cola,2014,2014,CN,Royal Club,Top,20,61
---x-------,Corn,2014,2014,CN,Royal Club,Middle,20,68
---x-------,Crystal,2014,2014,TRK,Dark Passage,Jungle,6,2
---x-------,Danagorn,2014,2014,BRL,KaBuM! e-Sports,Jungle,6,7
---x-------,dans,2014,2014,BRL,KaBuM! e-Sports,Support,6,0
---x-------,fredy122,2014,2014,EU,SK Gaming,Top,6,17
---x-------,FZZF,2014,2014,CN,EDward Gaming,Support,12,9
---x-------,GarnetDevil,2014,2014,PCS,ahq eSports Club,ADC,7,18
---x-------,Ggoong,2014,2014,KR,NaJin White Shield,Middle,10,35
---x-------,Gilius,2014,2014,EU,SK Gaming,Jungle,3,4
---x-------,GreenTea,2014,2014,PCS,ahq eSports Club,Support,7,10
---x-------,Heart,2014,2014,KR,Samsung Blue,Support,13,9
---x-------,HolyPhoenix,2014,2014,TRK,Dark Passage,ADC,6,13
---x-------,inSec,2014,2014,CN,Royal Club,Jungle,20,59
---x-------,Lep,2014,2014,BRL,KaBuM! e-Sports,Top,6,4
---x-------,Minerva,2014,2014,BRL,KaBuM! e-Sports,ADC,6,11
---x-------,Mor,2014,2014,NA,LMQ,Support,6,3
---x-------,Morning,2014,2014,PCS,Taipei Assassins,Middle,6,15
---x-------,NaMei,2014,2014,CN,EDward Gaming,ADC,12,46
---x-------,Naru,2014,2014,TRK,Dark Passage,Middle,6,1
---x-------,Naz,2014,2014,PCS,ahq eSports Club,Jungle,7,19
---x-------,NoName,2014,2014,NA,LMQ,Jungle,6,9
---x-------,nRated,2014,2014,EU,SK Gaming,Support,6,3
---x-------,Prydz,2014,2014,PCS,ahq eSports Club,Top,7,22
---x-------,Save,2014,2014,KR,NaJin White Shield,Top,10,28
---x-------,Shook,2014,2014,EU,Alliance,Jungle,6,18
---x-------,tinowns,2014,2014,BRL,KaBuM! e-Sports,Middle,6,14
---x-------,Touch,2014,2014,TRK,Dark Passage,Support,6,1
---x-------,U,2014,2014,CN,EDward Gaming,Middle,12,59
---x-------,Vasilii,2014,2014,NA,LMQ,ADC,6,19
---x-------,XiaoWeiXiao,2014,2014,NA,LMQ,Middle,6,24
---x-------,Zefa,2014,2014,KR,NaJin White Shield,ADC,10,30
xxx--------,ReginaId,2013,2011,NA,TSM,Middle,29,108
xxx--------,TheOddOne,2013,2011,NA,TSM,Jungle,29,69
xxx--------,Xpecial,2013,2011,NA,TSM,Support,29,23
-xx--------,Alex Ich,2013,2012,EU,Gambit Gaming,Middle,34,166
-xx--------,Cain,2013,2012,KR,NaJin Black Sword,Support,23,25
-xx--------,Darien,2013,2012,EU,Gambit Gaming,Top,34,80
-xx--------,Genja,2013,2012,EU,Gambit Gaming,ADC,34,138
--x--------,Alunir,2013,2013,CIS,Gaminggear.EU,Jungle,16,20
--x--------,BloodWater,2013,2013,NA,Team Vulcun,Support,16,26
--x--------,DeadlyBrother,2013,2013,CIS,Gaminggear.EU,ADC,16,42
--x--------,Dexter,2013,2013,EU,Lemondogs,Jungle,16,56
--x--------,Exosen,2013,2013,PCS,Mineski,ADC,16,44
--x--------,Expession,2013,2013,KR,NaJin Black Sword,Top,16,52
--x--------,Inspirro,2013,2013,CIS,Gaminggear.EU,Support,16,10
--x--------,Kaigu,2013,2013,PCS,Mineski,Jungle,16,26
--x--------,Lucky,2013,2013,CN,Royal Club,Jungle,18,28
--x--------,mancloud,2013,2013,NA,Team Vulcun,Middle,16,54
--x--------,Mazzerin,2013,2013,CIS,Gaminggear.EU,Middle,16,28
--x--------,Nbs,2013,2013,CIS,Gaminggear.EU,Top,16,18
--x--------,nukeduck,2013,2013,EU,Lemondogs,Middle,16,62
--x--------,Piglet,2013,2013,KR,T1,ADC,36,230
--x--------,pomelo,2013,2013,CN,Oh My God,Support,18,20
--x--------,PoohManDu,2013,2013,KR,T1,Support,36,40
--x--------,Puszu,2013,2013,EU,Fnatic,ADC,30,192
--x--------,Snoy,2013,2013,PCS,Mineski,Top,16,32
--x--------,Tabe,2013,2013,CN,Royal Club,Support,52,50
--x--------,Tgee,2013,2013,PCS,Mineski,Support,16,10
--x--------,Voidle,2013,2013,EU,Gambit Gaming,Support,24,16
--x--------,Wh1t3zZ,2013,2013,CN,Royal Club,Middle,18,82
--x--------,Yume,2013,2013,PCS,Mineski,Middle,16,30
--x--------,Zorozero,2013,2013,EU,Lemondogs,Top,16,36
--x--------,Zuna,2013,2013,NA,Team Vulcun,ADC,16,52
xx---------,bigfatlp,2012,2011,NA,Counter Logic Gaming,Middle,9,26
xx---------,Chaox,2012,2011,NA,TSM,ADC,13,61
xx---------,Chauster,2012,2011,NA,Counter Logic Gaming,Support,9,21
xx---------,HotshotGG,2012,2011,NA,Counter Logic Gaming,Jungle,9,13
xx---------,Kev1n,2012,2011,EU,SK Gaming,Top,8,10
-x---------,Araneae,2012,2012,EU,SK Gaming,Jungle,3,0
-x---------,CaoMei,2012,2012,CN,Team WE,Top,6,14
-x---------,CloudTemplar,2012,2012,KR,Azubu Frost,Jungle,21,40
-x---------,Crumbz,2012,2012,NA,Dignitas,Top,3,5
-x---------,illuSioN,2012,2012,NA,Invictus Gaming,Jungle,7,14
-x---------,Imaqtpie,2012,2012,EU,Dignitas,ADC,3,6
-x---------,IWDominate,2012,2012,EU,Dignitas,Jungle,3,3
-x---------,Junie,2012,2012,PCS,Saigon Jokers,Support,3,3
-x---------,Krepo,2012,2012,EU,Counter Logic Gaming Europe,Support,15,17
-x---------,Lilballz,2012,2012,PCS,Taipei Assassins,Jungle,18,22
-x---------,MadLife,2012,2012,KR,Azubu Frost,Support,21,20
-x---------,MakNooN,2012,2012,KR,NaJin Black Sword,Top,7,28
-x---------,Misaya,2012,2012,CN,Team WE,Middle,6,30
-x---------,MiSTakE,2012,2012,PCS,Taipei Assassins,Support,18,14
-x---------,Nixwater,2012,2012,PCS,Saigon Jokers,Middle,3,8
-x---------,ocelote,2012,2012,EU,SK Gaming,Middle,3,2
-x---------,Patoy,2012,2012,EU,Dignitas,Support,3,2
-x---------,PDD,2012,2012,NA,Invictus Gaming,Top,7,20
-x---------,QTV,2012,2012,PCS,Saigon Jokers,Top,3,5
-x---------,RapidStar,2012,2012,KR,Azubu Frost,Middle,21,81
-x---------,scarra,2012,2012,EU,Dignitas,Middle,3,10
-x---------,Shy,2012,2012,KR,Azubu Frost,Top,21,74
-x---------,Snoopeh,2012,2012,EU,Counter Logic Gaming Europe,Jungle,15,18
-x---------,Ssong,2012,2012,KR,NaJin Black Sword,Middle,7,30
-x---------,Stanley,2012,2012,PCS,Taipei Assassins,Top,18,56
-x---------,Toyz,2012,2012,PCS,Taipei Assassins,Middle,18,74
-x---------,Voyboy,2012,2012,NA,Counter Logic Gaming,Top,3,2
-x---------,WeiXiao,2012,2012,CN,Team WE,ADC,6,28
-x---------,Woong,2012,2012,KR,Azubu Frost,ADC,21,70
-x---------,XiaoXiao,2012,2012,NA,Invictus Gaming,Support,7,3
-x---------,yellowpete,2012,2012,EU,Counter Logic Gaming Europe,ADC,15,41
x----------,Astarte,2011,2011,PCS,Pacific eSports,Middle,3,3
x----------,Axion,2011,2011,PCS,Xan,Middle,3,14
x----------,Dan Dinh,2011,2011,NA,EPIK Gamer,Jungle,7,12
x----------,Elementz,2011,2011,NA,Counter Logic Gaming,Support,6,6
x----------,gibo,2011,2011,PCS,Pacific eSports,Support,3,2
x----------,iNtrigueD,2011,2011,PCS,Xan,Support,3,2
x----------,Kujaa,2011,2011,EU,against All authority,Support,12,3
x----------,LaMiaZeaLoT,2011,2011,EU,Fnatic,ADC,11,57
x----------,Linak,2011,2011,EU,against All authority,Jungle,12,21
x----------,Mellisan,2011,2011,EU,Fnatic,Support,11,7
x----------,MoMa,2011,2011,EU,against All authority,Middle,12,50
x----------,Radion6870,2011,2011,PCS,Xan,Jungle,3,3
x----------,Reyk,2011,2011,EU,Team gamed!de,Top,5,4
x----------,Saintvicious,2011,2011,NA,Counter Logic Gaming,Jungle,6,15
x----------,Salce,2011,2011,NA,EPIK Gamer,Middle,7,41
x----------,Shushei,2011,2011,EU,Fnatic,Top,11,69
x----------,The Rain Man,2011,2011,NA,TSM,Top,9,36
x----------,Vech,2011,2011,PCS,Xan,Top,3,5
x----------,vy,2011,2011,PCS,Pacific eSports,ADC,3,7
x----------,Westrice,2011,2011,NA,EPIK Gamer,Top,7,42
x----------,wewillfailer,2011,2011,EU,Fnatic,Top,3,6
x----------,wormy,2011,2011,PCS,Pacific eSports,Top,3,7
x----------,Zappy,2011,2011,PCS,Xan,ADC,3,9
x----------,Zylor,2011,2011,EU,Team gamed!de,Jungle,5,5
x----------,dabe,2011,2011,PCS,Pacific eSports,Jungle,3,2
